Link,Posting Title,Location,Category,Posting Text
https://atlanta.craigslist.org/nat/edu/d/marietta-lead-teachers-needed-at-tots/7560520881.html,Lead Teachers Needed $16-$18 at Tots 2 Toddlers Childcare & Learning C,atlanta,edu,"QR Code Link to This Post    Tots 2 Toddlers Childcare & Learning Center is looking for an individual to join our team. Our ideal candidate is self-driven, motivated and trustworthy.  Tots 2 Toddlers Childcare & Learning Center in Marietta, GA is looking for one lead teachers needed $16-$18 to join our 22 person strong team. We are located on 2217 Roswell Rd. Our ideal candidate is self-driven, punctual, and engaged.ResponsibilitiesA Lead Teacher is a mentor to the other teachers in their grade level or subject. They write lesson plans, manage classroom behavior and provide after-school tutoring for students that need it most.Qualificationshigh school diploma or equivalent, CDA, or Verified Experience with training We are looking forward to receiving your application. Thank you.     Click Here To Apply!!"
https://atlanta.craigslist.org/nat/edu/d/marietta-lead-assistant-teacher-position/7560292350.html,Lead/Assistant Teacher Position,atlanta,edu,"QR Code Link to This Post   We are looking for energetic, passionate, flexible, knowledgable, creative, and responsible candidates who are looking to make a difference in the lives of early learners, ages 6 weeks to 5 years old. Must operate a clean/sanitary and organized classroom (staying on schedule/task), possess the ability to create lesson plans. complete required annual training and certifications, such as, but not limited to CPR/1st Aid, health & safety orientation, keep students engaged with age appropriate tools and activities. Supervise children at all times, ensuring their safety and well-being. All applicants must successfully pass a criminal background check."
https://knoxville.craigslist.org/edu/d/knoxville-competitive-cheer-coach/7560031891.html,Competitive Cheer Coach,knoxville,edu,"QR Code Link to This Post   Brand new cheer gym looking to add a couple coaches to our team. Candidate will need some competition cheer experience, some basic tumble knowledge, and able to pass a back ground check."
https://augusta.craigslist.org/edu/d/augusta-immediate-openings-nanny/7560019427.html,"☂️ IMMEDIATE OPENINGS: Nanny, Babysitter, Caregivers - Flexible Hours",augusta,edu,"QR Code Link to This Post          There's a new family that can't wait to meet you. Sign up today for flexible, well-paid child care, tutoring and household jobs!                                                         URBANSITTER PERKS INCLUDE:                                                                                  ✓  Flexible jobs. Choose from full-time & part-time nanny jobs, including many back to school gigs such as after-school sitter, carpool driver and homework tutor, or work occasionally as a date night or weekend sitter. Housekeeping, pet sitting and elderly caregiver jobs also available!                                                                              ✓                                    Well-paid. Top caregivers earn over $1000 a week. You keep 100% of your earnings with our standard payment setting.                                         ✓                                   Trust & safety commitment. Parents must pass an identity check to book. COVID-19 guidelines offer peace of mind. Award-winning customer support 7 days a week.                                         ✓                                 Be a part of a great community of families and caregivers across the U.S. Book jobs with families you're already connected to, again and again.                                                   REQUIREMENTS:                                                                                  ✓                                                                    Must love kids                                         ✓                                                                    Respectful, responsible, kind                                        ✓                                                                     Previous babysitting or child care experience is preferred, but not required.                                         ✓                                                                    Must be 18 years or older and eligible to work legally in the U.S.                                                       ABOUT URBANSITTER:                                                                            UrbanSitter is an app and website that’s making it easier than ever for caregivers to find flexible, well-paid jobs in child care, senior care & pet/house care. With full-time, part-time and occasional positions available across the US, top sitters and nannies earn more than $1,000/wk.             Babysitting with UrbanSitter is perfect if you're looking for part-time work, jobs for college students, temporary work, seasonal work, or full-time work. You set your own schedule and rates for ultimate flexibility. We welcome babysitters and nannies with a range of child care experience such as babysitting for neighbors and family, camp counselors, tutors, soccer coaches, swimming coaches, preschool teachers, substitute teachers, music teachers, daycare teachers, daycare workers, early childhood development students, nursing students, education students, grad students, undergraduate students, senior caregivers, pet sitters, housekeepers, household assistants, house sitters. Additional keywords: babysitting jobs, babysitter job, babysitter, baby sitter, babysitting, nanny, nanny jobs, nanny for hire, nannying, au pair, au pair jobs, childcare jobs, child care jobs, child care, childcare, part-time job, temp work, work with kids, daycare job, daycare jobs, day care job, day care jobs, afterschool care, after school care, virtual jobs, virtual sitting, virtual babysitter, virtual tutor, tutor, tutoring, gigs, senior care, elderly care, house sitting, pet sitting, dog walker. Click to babysit with UrbanSitter."
https://macon.craigslist.org/edu/d/macon-making-difference-in-the-black/7559660098.html,Making a difference in the Black Community. Part time Income From Home,macon,edu,"QR Code Link to This Post   Help Us While Making A Difference in the Black Community.  **Please Read entire post before applying**   Focused on Community has part-time opportunities available for 8-12 people seeking a remote, work from home position to supplement income.  These opportunities come with various perks. ✓ PT employees work a flexible 10-20 hour per week schedule ✓ Average PT earnings $2000 per month ✓ No Sales! ✓ Online & Phone calls for up to 100% of the job ✓ Training is provided! ✓ Promotions from within! ✓ Unlimited income potential!   Who we are: We are a Black Owned Organization that focuses on spreading awareness of several 501(c)8 Not-For-Profit programs/benefits/resources that was created to support and give a helping hand to underprivileged communities, yet isn’t being fully utilized simply because most don’t know they exist. We are passionate about teaching people how to have more resources come into our communities to make a difference.   Here Are Some of the Free Not-For-Profit 501(c)8 Programs:  ⇰ Community Grants: funding to plan and organize, hands on, one day volunteer activities in your community, multiple times per year - up to $2000 max. (Ex: care packages, back to school drives/giveaways, food drives, clothing drives, hygiene kits)  ⇰ Online Learning Program: Over 200 Courses (Microsoft courses, Cyber security, Biz management, Project Management, Technology, Finance (understanding your 401k/IRA, Retirement planning).  ⇰ Parental Legacy Program: Gives $900 per month per child in child support & $24,000 for high education per child, if orphaned.  ⇰ Scholarship Program: 300+ Scholarships given away annually- $10,000 each ($2500 for 4 years)  ⇰ Fun Family Events: Allows you to apply to attend fun attractions and events, for FREE with your family and other local policy owners (Ex: Kings Dominion, Busch Gardens, Six Flags, Regional Baseball or basketball games, The Zoo or Aquarium, etc.)   All of these programs cost the individual absolutely nothing.  That’s why knowledge is so important to our community.   We believe everyone should know about this. Unfortunately, the percentage in the actual community that is aware of this is less than 4%. We desire to change that... significantly, and make a difference in our community. We have been in operation over 13 years, serving our community. The need is great, so we are looking for help. This is a 1099 position (independent and completely flexible schedule based on when you want to work).  This position is best for people looking for part time work. It's ideal for those that have limited availability but need to make the hours count. This allows people to make great money on the side because our model teaches the average part timer how to realistically make $1500-$2500 / month on the side on a part-time basis..  THIS IS IDEAL FOR EDUCATORS, ENTREPRENEURS, AT HOME PARENTS AND ANYONE INTERESTED IN A SIDE INCOME!   We only promote from within so for those that are truly passionate about this movement, there are ways to grow significantly in title, responsibility, and income within the company. Entire divisions will need more leadership, as we continue to expand and that pays well into six figures.  Position Requirements: ✓ Must have the ability to work from home with and without supervision (Phone, internet, zoom, quick and consistent communication, etc.) ✓ Must have a great personality over the phone. This position will be a go-to for many of our new-hires, so patience, a cheerful attitude, and the ability to lead go a long way. ✓ Must be accountable. ✓ Must be great at listening and taking notes (Important).   The Following Skills Are A PLUS: ✓ Understanding of google platforms such as Google Calendar/Docs/Drive/Forms/sheets/etc. ✓ Know how to operate zoom well (logging in as well as know how to host a zoom call) ✓ Marketing experience ✓ Social media management, content creation ✓ Leadership / Mentoring ability. ✓ Bilingual (English and Spanish) ✓ Familiarity w/ Facebook Ads/Craigslist Ads.   We are looking to start someone part time (10-20 hours per week), but we are somewhat flexible for the perfect candidate, but seeking the perfect fit. All are welcome to apply, regardless of background.   TO APPLY: Click Link Below To View More Information On Our Mission & To Set up a time in our schedule for an initial phone interview (5-10 minutes):  https://calendly.com/rickhiciano/initialinterview"
https://asheville.craigslist.org/edu/d/asheville-immediate-openings-for/7559408741.html,Immediate openings for Afterschool Caregivers,asheville,edu,"QR Code Link to This Post   Come join the fun at Asheville Community Movement!  We are a gymnastics facility with a vibrant after school program.  Our Movers and Shakers Afterschool program provides our afterschool students access to a well-equipped gym and a safe, well-supervised program with organized activities.   Are you energetic, compassionate, positive, hard-working, and reliable?   Do you have skills and expertise in areas such as music, athletics, outdoor adventure, dancing, yoga, gardening, circus, sewing, etc you can share with kids? Do you love working with kids?   If you answered yes to the questions above and are committed to nurturing and educating the next generation, we welcome you to apply for our Lead Counselor position.    We are currently hiring additional Lead Counselors to work at least 3-5 afternoons a week from 2-6 pm. Your job responsibilities would include  1) leading club activities 2) supervising children during snack time, play time, and clubs 3) providing a positive, fun, and nurturing environment 4) making sure kids are safe and happy 5) mediating conflicts 6) following all NCDHHS COVID-19 protocols 7) contributing to general organization and clean up 8) picking up kids from school in a large passenger van  9) helping with homework 10) contribute to the continuous improvement efforts to provide the best possible experience for Asheville Community Movement families 11) following the policies and adhering to the mission and vision of Asheville Community Movement  Requirements:  Experience working with children Ability to lead and manage a large group of kids Energetic, compassionate, team player An engaging personality and authentic concern for others and the planet    At least one year of college Passing background check  Preferred: First Aid Certification Child Care, Education, or Psychology courses Experience working or training in a gymnastics facility Experience teaching in classroom or sports Experience as day camp or after school counselor  Parenting or older sibling experience also very helpful in this position. Opportunity to expand hours in other programs, general cleaning, and office work.  If you meet the requirements for this position, please email your resume and letter of introduction to the craigslist supplied email.  Find out more about us at www.ashevillecommunitymovement.com.  Please review our vision and After School information available on our website to ensure compatibility with our philosophies and approach."
https://atlanta.craigslist.org/nat/edu/d/atlanta-math-tutors-part-time/7559221889.html,Math Tutors - Part Time,atlanta,edu,"QR Code Link to This Post   Dogwood Tutoring and Test Prep is seeking outstanding tutors, passionate about making a difference in students’ lives. Our tutors work part-time, 12 months a year, mostly in person at our professional learning center in Sandy Springs. Currently we need tutors with availability on weekday afternoons and early evenings. Many of our clients also need tutoring on Saturdays and Sundays. We pay $25 to $45 per hour, depending on the assignment.  For over 11 years, Dogwood Tutoring has offered high-quality educational services to help high school and middle school students improve their grades and standardized tests scores. Students normally come to our center for one-on-one sessions, seven days a week. The center is on Roswell Road near 285 in Sandy Springs. We also do some sessions on Zoom when parents request. Visit our website for more information about our customized private tutoring, including most high school subjects and standardized tests like ACT, SAT and SSAT.  Requirements for Tutors: - Must have a Bachelor's Degree. Master’s strongly preferred - Must have excellent communication skills - Must be passionate about teaching and mentoring - Must enjoy explaining challenging concepts to teens - Must be available 2+ days after school, plus Saturday and/or Sunday -- 12 months a year. Choose your own hours. - Prefer people who live or work near Sandy Springs  We currently have openings in the following areas: - ACT and SAT Math - High School Math - including AP/IB - English for high school, ACT, SAT, SSAT prep - Physics - including AP/IB - Chemistry - Biology - Spanish - History  Apply Today!  Send your resume to Tutor@DogwoodTutoring.com."
https://atlanta.craigslist.org/atl/edu/d/atlanta-turning-sun-schools-actively/7559189214.html,Turning Sun Schools Actively Recruiting Preschool Teachers,atlanta,edu,"QR Code Link to This Post   Turning Sun School - Educator Positions Available!  Turning Sun Schools is hiring Lead, Classroom, and Substitute Educators at our locations in East Lake, North Druid Hills, Tucker, and Smoke Rise to work with students ages 3 months - 5 years.  Staff are typically salaried which includes being paid for the 40-45 weekdays we are closed each year (we follow public school schedules). Full time staff are eligible for health insurance benefits and optional retirement plan. Full time staff can work 8-4, 9-5, or 10-6 depending on location. Part time and Substitute Educator positions also offer flexible hours and schedule based on need between 8-6 Mon-Fri year round.  Turning Sun is the school you always wished you could have attended. Our approach is play-based and inspired by the Reggio Emilia philosophy. Our curriculum is child-driven and always respectful to our students. We go outside EVERY day to connect with the natural world, and often explore the history, culture, and art of our local communities. We are a non-religious, open and affirming community which welcomes families and staff regardless of gender identity or expression, sexual orientation, race, creed, or ethnicity.  Education and experience are a plus, but not a requirement because all of our staff progress through Turning Sun's Professional Development Program. We seek candidates who possess the things we cannot teach: (1) ""character"" which aligns with our special values and (2) the natural ability to connect with children.  New employees will also need CPR/First Aid certification (which we will provide and fund) and a comprehensive background check (which we can guide you through). TSS promotes from within so that all staff have opportunities for advancement and growth, and even the possibility to open their own school.  For more info, visit the ""Employment"" page of our website www.turningsun.com where you will find a link to fill out our online application. If you wish to also submit a resume or cover letter before or after, you can email them to us."
https://atlanta.craigslist.org/nat/edu/d/alpharetta-test-prep-tutors-needed/7558928786.html,Test Prep Tutors Needed – Training and Materials Provided!,atlanta,edu,"QR Code Link to This Post     Fill out our three-minute application here.  StudyPoint is a national leader in one-to-one in-home tutoring. We’ve been on the Inc. 5,000 list of the fastest growing companies in America seven years in a row, and we’ve been voted one of the country’s Most Engaged Workplaces. We specialize in test prep (SAT and ACT). This is a flexible part-time tutoring job that fits with any schedule! Qualifications - Bachelor’s degree - 2 years of teaching or tutoring experience (SAT/ACT experienced not required) - Strong academic background - Car access Job Requirements - Commit for at least 6 months - Available 6 hours/week minimum - Willing to travel to students’ homes  Compensation - Competitive hourly rate  - Paid training  - Direct deposit  Take 3 minutes to fill out our application. We look forward to hearing from you!"
https://nashville.craigslist.org/edu/d/nashville-infant-toddler-prek-teachers/7558641997.html,Infant/ Toddler /PreK  Teachers Needed,nashville,edu,"QR Code Link to This Post   Are you looking for a job that is most rewarding while impacting the lives of little ones and makes you feel like a member of the family?  Rhythm & Rhymes Childcare is that place.  We are looking for experienced and loving teachers to join our R&R family.  We have been in operation since 2007 and added a second location in 2012.   We know that children learn through the arts.    We hope you are artsy inclined and can bring your own artistic flare.   We are in need of an infant/toddler and PreK teacher. Substitute positions are needed at both locations.   The base hourly rate starts at $10.  WE will look at your experience and education and go from there. $1.50/hour attendance bonus available every month.   Applicants should be mature, nurturing, experienced, team players, joyful, have a positive attitude and a love for teaching and children.   I would prefer an applicant with several years of preschool/day care experience and TECTA certified, but we are also willing to train individuals that are eager to learn.     We have excellent benefits.  These include paid time off, holiday pay, and vacation time, education benefit, health coverage via teledoc for your entire family and funds toward health insurance premium, supplemental insurance, and an IRA retirement plan with company match.   Please forward a resume for review.  Resume should include education and work experience. Must be 18 years of age and have a minimum of a high school diploma or GED.  Must submit to fingerprinting.  Benefits are available for all employees.  Our hours of operation are Monday through Friday from 6:30am to 6:00 pm. NO WEEKENDS.  NO MAJOR HOLIDAYS.  If you love children and are a real team player, please come join our us!"
https://columbia.craigslist.org/edu/d/eastover-solar-energy-consultant-and/7558465677.html,SOLAR ENERGY CONSULTANT AND SMART HOME CONSULTANT,columbia,edu,"QR Code Link to This Post   TEXT TODAY FOR INTERVIEW @ 803-306-5271  Our most successful employees come from experience in the following fields: - Fitness Industry - Real Estate Agents/Brokers - Teachers - Law Enforcement - Servers - Bar Tenders - Customer Service - Entrepreneurs  - Any type of Sales  Don’t exclude yourself if you aren’t on this list! You can be the next industry we add when you become our #1 Superstar!  Now Hiring for SOLAR ENERGY CONSULTANT AND SMART HOME CONSULTANT  You cell sell one or BOTH of these services for us!   SKYLINE is a Downey, CA-based company that is expanding to the EAST COAST! We’ve installed over 200,000 customers with Smart Home Security and over 1,000 Solar Customers within the past year! We have over 2,000 Google Reviews! The Smart Home Industry is an 86 Billion Dollar Industry and the Solar Industry is a 150 Billion Dollar Industry! Two of the fastest-growing Industries in the USA!   We help customers Protect Their Families with our Smart Home System and help them Own Their Power by providing them with Rooftop Solar Panels! Our Solar customers save THOUSANDS OF DOLLARS by going Solar!    OVERVIEW: As a Solar or Smart Home Consultant, you will meet with customers daily on pre-qualified appointments or appointments that you set for yourself through our proven marketing method. Your goal will be to educate your customers on why Home Security and Solar makes sense for their homes and win their business.   BENEFITS: • Training: You will be trained by the best to be the best! • Compensation: The highest in BOTH Industries! You will make $100,000+ • Advancement: Looking for management? Our average time to get to the next level is less than 18 months for advancement! • Location: Most of our locations are virtual so your home is your base of operations. Everything we do is in the field or over Zoom/Google Meet • Personal Development: You will be mentored by our CEO on a bi-weekly basis to help you get to the next level!    REQUIREMENTS: Not everyone can be a Solar or Smart Home Consultant. To be seriously considered for this role, please have the following regarding:  • Clean Criminal Background: You have to be approved by Licensing Boards so you can’t have any criminal convictions.   • Reliable Transportation: You will have to use your own vehicle so it needs to be dependable to get you around every day to meet with potential clients.  • Experience: No Sales Experience is Required! Our Leadership Team will train you!   • Education: College Degree preferred but not required.  • Skills: Great communicator, a positive attitude, and a great work ethic! • Characteristics: This is a position where you must be able to accept rejection and still remain positive.  RESPONSIBILITIES: As a Solar or Smart Home Consultant, you’ll be learning and adjusting as you go. Along your journey with SKYLINE you’ll be responsible for:  • SHOWING UP EVERYDAY…with a positive attitude and ready to give 110%!  • KEEP IMPROVING…keep learning, growing, improving!  • FOLLOWING THRU…with everything you say you’re going to do!  • ACCOMPLISHING MORE THAN EXPECTED…don’t be good, be great!  • INSPIRING OTHERS…motivate others thru your positive actions!  If this position seems like a fit for you and you want a life-changing career with SKYLINE then we want to talk with you! INTERVIEWS START TOMORROW!  TEXT OUR RECRUITER TODAY: @ 803-306-5271"
